0,0,-4.76872e-13,-6.16397e-12,-0.556801,-1.46176e-13,-9.18097e-15,4.05229e-14,-1.8914e-14,-2.7004e-14,-3.05643e-13,9.79797e-15,3.58843e-14,0.0063351,-3.15611e-13,2.89492e-13,9.5276e-14,1.72237e-06,5.01954e-13,5.20719e-14,-2.46126e-14,2.18857e-14,-1.03296e-13,5.17105e-14,-4.13179e-15,1.87099e-14,0,0,3.68007e-13,0.557021,-4.04672e-13,-2.94483e-13,-1.05065e-13,1.97587e-13,-2.96625e-13,5.66692e-14,2.70068e-13,4.34437e-13,-7.00328e-14,-1.02326e-14,0.00636241,1.18581e-13,-2.07323e-06,-2.20405e-13,-3.56204e-13,8.4772e-14,-1.55988e-13,-4.67159e-13,3.6308e-14,3.59205e-13,3.20868e-13,4.30496e-15,0,0,-14.0425,1.73472e-12,0,0,0,0,0,0,0,0,0,0,0,-0.282806,0,8.67362e-13,0,0,0,0,0,0,0,0,0,0,-2.83022e-12,-14.037,4.42985e-12,3.37194e-12,-1.20514e-12,-1.75346e-12,9.80228e-13,2.5018e-12,-9.95927e-13,-1.40243e-12,3.11292e-12,5.08464e-13,-0.000871717,3.80592e-12,0.00540078,3.02756e-12,-5.29895e-13,3.03961e-13,3.41394e-13,3.3321e-12,-5.71858e-12,1.19587e-12,3.05106e-12,-3.71957e-13,0,0,6.95685e-13,-1.52769e-10,-14.0313,-2.85922e-12,-5.0931e-13,1.08243e-12,-2.46897e-13,-4.38936e-13,-1.37565e-12,-1.47844e-14,-2.10663e-12,0.000212532,1.56303e-12,2.74293e-12,3.98783e-12,0.00539233,5.59047e-13,1.67407e-12,2.77589e-12,5.64359e-13,-2.77849e-12,1.6921e-12,1.8656e-13,4.87677e-13,0,0,-3.4049e-13,3.83089e-13,-4.82061e-12,1.37094e-12,-7.56228e-13,-1.26076e-12,1.89114e-19,6.87478e-13,-5.22701e-13,4.10444e-13,9.12725e-14,-1.82927e-13,-4.36915e-13,1.37807e-12,1.42628e-12,-4.57655e-13,0.00566547,1.18673e-12,-1.89589e-13,-1.12288e-12,1.17703e-12,9.62472e-13,7.56228e-13,-4.62181e-14,0,0,5.55112e-11,5.55112e-11,-5.55112e-11,1.11022e-10,1.47105e-09,-0.108618,0.731366,0.147399,0.0160651,-0.163795,-0.00518702,0,-2.77556e-11,-2.77556e-11,-1.11022e-10,-1.11022e-10,5.55112e-11,0.998555,0.00750372,0.0182806,0.0049317,0.00847512,-0.00953451,-0.000333821,0,0,1.66533e-10,1.66533e-10,-1.11022e-10,1.66533e-10,3.44169e-09,0.0804275,0.856799,-1.77337,0.628073,-0.698904,-0.0231926,5.55112e-11,-5.55112e-11,-1.66533e-10,-2.22045e-10,-1.66533e-10,2.77556e-10,-0.00193109,1.01472,0.0210276,-0.0365862,0.0226504,-0.0221671,-0.00076673,0,0,-2.77556e-11,-4.16334e-11,1.249e-10,-2.77556e-11,-4.996e-09,0.286765,-1.01896,0.0676611,-1.92899,0.607987,0.0166294,1.38778e-11,-1.11022e-10,1.249e-10,1.66533e-10,1.80411e-10,-1.66533e-10,0.001651,-0.00662084,0.975153,0.000915949,-0.0451901,0.0196395,0.000624077,0,0,-4.44089e-10,-4.44089e-10,1.33227e-09,-1.77636e-09,-3.9968e-09,-2.34242,-1.21083,-0.2007,-2.50979,1.75156,0.0639411,0,4.44089e-10,0,8.88178e-10,8.88178e-10,-4.44089e-10,0.0143773,-0.147309,-0.0406028,0.982077,-0.146275,0.0996811,0.00367974,0,0,-3.55271e-09,0,8.88178e-10,-8.88178e-10,7.99361e-09,-6.0196,-0.263358,-5.0066,-5.92954,1.46447,0.0428144,0,1.77636e-09,2.66454e-09,2.66454e-09,2.66454e-09,-8.88178e-10,0.0320101,-0.346564,-0.0331369,-0.142959,0.650735,0.171118,0.00595607,0,0,-5.66214e-09,-4.10783e-09,1.11022e-10,-2.22045e-10,-8.22675e-08,0.233739,-4.34912,8.16165,10.1078,16.0426,0.629305,-4.996e-09,5.32907e-09,4.66294e-09,5.10703e-09,3.21965e-09,-4.88498e-09,0.000342309,0.00778561,-0.0901986,0.170279,0.218787,1.32324,0.011703,0,0,4.87943e-08,-1.65978e-08,-6.66134e-10,9.99201e-10,1.80356e-07,1.78791,-0.164575,2.28557,0.944892,7.83652,-0.282208,4.82392e-08,-4.81837e-08,-4.84057e-08,-4.86278e-08,1.60427e-08,4.84057e-08,-0.00972505,0.104639,0.00862536,0.0529788,0.0812159,0.10511,1.01364,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-17.2466,-7.61088,344.49,-348.579,-349.323,-1.09586,-340.954,-357.28,5.24199,341.295,2.19083,-1.08237,348.865,-0.0694,-0.0452499,-348.592,-348.559,-0.00059132,-348.56,0.395046,-0.38322,0.319232,-348.982,-348.416,348.528,0.0132928,-2.03424,3.49957,169.35,-171.164,-171.947,-0.0354702,-173.459,-174.709,-1.24142,169.637,0.351639,-0.173382,171.751,-0.01675,0.0585976,-171.745,-171.738,-0.000369108,-171.736,0.120361,-0.104586,0.0704104,-171.804,-171.728,171.719,0.00607435,-0.666095,1.20362,-261.673,252.168,253.398,-0.069741,251.484,255.252,-0.643505,-251.563,-0.17566,0.671404,-252.288,-0.00607741,0.00859334,252.281,252.315,1.9278e-05,252.315,0.0112721,-0.0864463,0.005248,252.216,252.345,-252.323,-0.00160467,37.7765,-15.5151,399.693,-409.96,-404.026,7.46771,-388.166,-384.662,3.66055,412.631,-4.97032,-2.64529,395.733,0.110193,0.0365855,-395.297,-395.21,0.0186415,-395.228,-0.864401,1.12573,-0.463045,-394.368,-395.407,395.371,-0.00876229,17.2386,-20.0972,704.223,-677.21,-684.665,4.26391,-663.431,-656.175,5.25278,688.58,-4.7387,1.55539,676.872,0.044977,-0.145223,-675.686,-675.834,0.00862723,-675.849,0.193542,-0.441439,0.00558491,-676.112,-675.784,675.733,0.0121204,12.822,55.6149,348.064,-294.853,-284.833,-0.339168,-342.29,-236.16,-21.8755,321.189,-2.88676,14.4637,295.29,-0.029329,0.421389,-296.259,-296.645,-0.00256649,-296.621,-2.99452,1.03174,-1.41632,-296.834,-296.303,297.152,-0.128052,0.0642754,0.0245351,-0.375102,0.408831,0.412328,0.00293953,0.386784,0.789169,-0.693622,-0.403668,0.05171,-0.00778907,-0.41498,0.000302545,6.67301e-05,0.411519,0.411333,-1.53066e-06,0.411338,1.00028,0.00638779,-0.0160775,0.410939,0.412482,-0.412157,-0.000119008,0.0611301,0.246649,5.72571,-5.3978,-5.30946,0.0111554,-5.58857,-4.28091,-0.289381,6.52594,-0.297641,0.165282,5.3934,0.00053192,0.000689292,-5.37042,-5.37329,2.53513e-05,-5.37321,-0.00100377,1.03691,-0.00424711,-5.34206,-5.38356,5.37997,0.00110791,0.259305,-0.820036,-37.8533,37.2953,37.1076,-0.00224851,37.9128,35.3145,0.778526,-37.774,0.693327,-0.271538,-37.2708,0.00278569,-0.00107234,37.2157,37.221,-2.72516e-05,37.2207,-0.0208455,-0.0565675,0.992801,37.2076,37.2426,-37.2302,-0.00346515,0.055221,0.264408,16.4364,-15.5558,-15.3278,0.0113263,-15.7244,-14.4964,0.775856,14.2871,2.18941,0.0314128,15.496,-0.00081455,2.90186e-05,-15.4863,-15.4923,2.343e-05,-15.4922,0.0106754,0.0308087,0.0313155,-14.5226,-15.4445,15.4949,0.000965171,13.4981,8.50542,-48.232,56.5412,58.1253,0.882092,49.0663,72.0816,-5.35893,-49.0529,4.43555,3.92634,-57.096,0.0881512,0.0334622,57.163,57.087,0.000760058,57.0891,-0.170737,0.553288,-0.145671,57.4729,58.0958,-56.9787,0.00526579,45.2693,14.0986,-434.108,453.058,454.479,2.12287,439.751,433.53,-15.171,-455.776,-3.12785,-5.85708,-456.918,0.226759,0.0460544,454.487,454.383,-0.000710535,454.386,0.0297298,-1.61772,-0.34022,454.31,454.294,-453.891,-0.0916911,-100.97,-65.9435,-1340.09,1062.01,999.785,-7.06686,1107.39,649.043,29.147,-1225.21,65.4532,-82.8979,-1050.35,-0.496954,-0.176182,1044.25,1046.05,-0.00821724,1046.03,-0.00491725,-11.6576,-0.388265,1041.15,1047.8,-1048.54,0.73545,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,-1.11022e-10,7.33462,-0.195943,0.278869,-0.123983,0,-3.88578e-10,4.996e-10,3.88578e-10,0,-4.44089e-10,-3.88578e-10,0.68494,-0.101429,0.545306,-0.00214316,0.0188829,0.0255957,0,-3.88578e-10,-4.44089e-10,3.88578e-10,-4.44089e-10,-4.996e-10,4.996e-10,0,2.77556e-11,2.11352,0.389585,-0.200685,-0.115366,0,-8.32667e-11,1.80411e-10,1.11022e-10,-1.38778e-11,-9.71445e-11,-9.71445e-11,-0.0296321,0.638508,0.047517,0.00406808,-0.00974801,-0.0124104,0,-8.32667e-11,-2.08167e-10,8.32667e-11,-9.71445e-11,-1.80411e-10,2.08167e-10,0,-5.55112e-11,-16.9237,0.17727,-0.0939307,-0.0603219,0,-2.22045e-10,3.05311e-10,2.35922e-10,1.38778e-11,-2.35922e-10,-2.498e-10,0.232031,-0.0762027,-0.373541,0.00461023,-0.00266257,0.00845618,0,-2.22045e-10,-2.91434e-10,2.22045e-10,-2.498e-10,-3.05311e-10,3.05311e-10,0,8.88178e-10,34.1801,-18.1726,-7.35867,0.075839,0,2.27596e-09,-2.66454e-09,-2.55351e-09,1.11022e-10,2.88658e-09,2.83107e-09,-1.8179,-0.525607,0.839823,-0.534845,-0.319129,0.0658362,1.66533e-10,2.66454e-09,2.72005e-09,-2.16493e-09,2.77556e-09,2.9976e-09,-2.9976e-09,0,-7.77156e-10,-42.9218,4.18639,-18.1328,0.697942,0,-1.77636e-09,1.88738e-09,2.10942e-09,5.55112e-11,-1.77636e-09,-2.22045e-09,1.12488,0.788585,-1.60202,0.00613991,-0.496395,0.0864962,-1.11022e-10,-2.10942e-09,-1.83187e-09,1.72085e-09,-2.10942e-09,-2.27596e-09,2.16493e-09,0,-1.77636e-09,44.6441,-1.52163,-2.11744,2.33246,0,-3.55271e-09,4.44089e-09,3.9968e-09,0,-3.9968e-09,-3.9968e-09,3.17647,1.10833,3.35799,-0.145591,-0.0464853,0.37728,0,-3.9968e-09,-4.44089e-09,3.55271e-09,-3.9968e-09,-4.88498e-09,4.88498e-09,0,0,0,0,0,0,9.71445e-11,-0.143744,-0.0712778,-0.139659,0.0062276,-0.00441352,-0.000210076,0,0,0,0,0,0,1,-0.00324675,-0.00163685,-0.00325051,0.000183154,-0.000112082,-5.54211e-06,0,0,-6.93889e-12,0,-6.93889e-12,6.93889e-12,2.35922e-10,-0.151659,-0.412958,0.0301565,0.0324871,0.0647481,0.002162,0,6.93889e-12,0,6.93889e-12,0,1.38778e-11,-3.46945e-10,0.996537,-0.00964395,0.000388173,0.00067744,0.00144688,4.74198e-05,0,0,0,0,0,0,-2.22045e-10,0.356732,0.221577,0.670541,-0.287664,0.0118654,0.00102836,0,0,0,0,0,0,1.44329e-09,0.00815607,1.00552,0.0163307,-0.00636764,0.000197366,2.3167e-05,0,0,0,0,0,0,-4.44089e-10,0.125014,0.210415,-0.503473,-0.229099,-0.0958299,-0.00760123,0,0,0,0,0,0,-2.44249e-09,0.00284641,0.00476882,0.988578,-0.00401456,-0.00220465,-0.000169204,0,0,0,0,0,0,-1.77636e-09,-0.105666,-0.283259,-0.955832,-1.0283,-0.589414,-0.047442,0,0,0,0,0,0,-1.37668e-08,-0.00235466,-0.00757245,-0.0228377,0.981945,-0.0149361,-0.00111954,0,0,0,0,0,0,-6.21725e-09,0.032611,0.574014,-0.288932,-0.213101,-2.99369,-0.0791632,0,0,0,0,0,0,-5.32907e-09,0.000688361,0.0136965,-0.0059951,-0.00811499,0.930675,-0.00185129,0,0,0,0,0,0,1.95399e-08,-0.0630748,0.0880824,0.111116,0.366374,1.11185,-0.534496,-2.22045e-10,-2.22045e-10,2.22045e-10,0,0,2.22045e-10,-8.88178e-10,-0.00140856,0.00256318,0.00331858,0.00547421,0.0254263,0.98705,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-5.55112e-11,5.55112e-11,6.75137,-0.426756,-0.242094,0.01803,5.55112e-11,0,0,-5.55112e-11,0,0,-5.55112e-11,0.676743,-0.00844406,0.325966,-0.00485135,0.00648164,0.0331204,-5.55112e-11,5.55112e-11,0,0,0,0,-5.55112e-11,0,-2.77556e-11,950.748,0.600331,-0.25413,0.259285,1.38778e-11,-1.38778e-11,-2.77556e-11,2.77556e-11,0,1.38778e-11,-2.77556e-11,-0.00568722,0.445537,0.0684168,0.00126987,-0.00162671,-0.0107256,-1.38778e-11,-2.77556e-11,1.38778e-11,0,0,1.38778e-11,-1.38778e-11,2.77556e-11,1.38778e-11,1882.05,0.252353,0.0709918,0.00583856,0,-6.93889e-12,0,2.08167e-11,-1.38778e-11,-1.38778e-11,0,0.242181,-0.0360079,0.107186,0.00201145,0.0116461,0.0116589,-1.38778e-11,1.38778e-11,-6.93889e-12,0,0,-1.38778e-11,6.93889e-12,-5.55112e-11,4.71845e-10,65667.4,-17.1491,-10.0361,0.955883,-5.55112e-10,2.22045e-10,5.27356e-10,-6.38378e-10,-2.77556e-11,0,1.94289e-10,-1.13878,-0.808224,-0.0368524,-0.118508,-0.0987574,0.0522546,1.94289e-10,-5.55112e-11,3.33067e-10,-5.55112e-11,5.55112e-11,5.55112e-11,1.66533e-10,1.11022e-10,2.77556e-10,-41551.8,-0.476233,-14.4376,-0.0538579,-3.05311e-10,5.55112e-11,2.77556e-10,-1.66533e-10,-5.55112e-11,-2.77556e-11,0,0.998975,0.598965,1.00629,0.010113,-0.0253661,0.0415144,-5.55112e-11,-5.55112e-11,1.94289e-10,-2.77556e-11,-9.4369e-10,0,1.11022e-10,-2.22045e-10,2.22045e-10,-353.332,3.43103,8.32648,-1.10276,-4.44089e-10,0,4.44089e-10,-2.22045e-10,2.22045e-10,-4.44089e-10,-2.22045e-10,3.18665,-0.219761,1.75592,0.0134009,0.138707,0.253151,0,0,0,-4.44089e-10,4.44089e-10,-2.22045e-10,2.22045e-10,0,0,0,0,0,0,-1.249e-10,0.0180638,-0.00483399,0.0127343,0.000441053,-0.001576,-4.97049e-05,0,0,0,0,0,0,1,0.000405525,-0.00011896,0.000289186,1.35381e-06,-3.85534e-05,-1.24573e-06,1.73472e-12,8.67362e-13,-4.33681e-12,5.20417e-12,1.73472e-12,-6.07153e-12,3.64292e-10,0.0191377,0.0236091,0.0372819,-0.00378159,0.00507393,0.000112793,0,2.60209e-12,8.67362e-13,8.67362e-13,4.33681e-12,-8.67362e-13,-4.62304e-10,1.00043,0.000551915,0.000909832,-6.33741e-05,0.000113541,2.64158e-06,-1.11022e-10,0,1.11022e-10,-1.11022e-10,-1.11022e-10,-1.11022e-10,-1.55431e-09,-0.0465168,-0.00154779,-0.093135,0.022414,-0.0262045,-0.000530178,-1.11022e-10,1.11022e-10,0,1.11022e-10,-1.11022e-10,0,1.88738e-09,-0.00104255,0.999938,-0.00232426,0.000426679,-0.000566701,-1.15168e-05,0,0,0,0,0,0,4.44089e-10,-0.0140206,0.00489875,-0.0212595,0.0912974,-0.0149223,2.85494e-05,0,0,0,0,0,0,-4.44089e-10,-0.000308187,0.000117296,0.999489,0.00197246,-0.000391405,-5.93303e-07,0,0,0,0,0,0,9.32587e-09,0.00274648,0.000503651,0.0889621,0.136826,0.142234,0.00676776,0,0,0,0,0,0,-8.43769e-09,9.54925e-06,3.52851e-05,0.00238288,1.00275,0.00317378,0.00015051,0,0,0,0,0,0,2.22045e-09,0.00750187,0.00516039,-0.0434253,-0.0506765,0.124318,-0.00622613,0,0,0,0,0,0,-1.33227e-09,0.000204905,9.74221e-05,-0.00109441,-0.000866947,1.00277,-0.00013883,2.22045e-10,0,4.44089e-10,-2.22045e-10,-2.22045e-10,0,-1.13243e-08,0.0182761,0.00640891,-0.0301187,-0.0826746,-0.173678,0.213207,2.22045e-10,-2.22045e-10,-2.22045e-10,4.44089e-10,-4.44089e-10,-2.22045e-10,1.62093e-08,0.000452619,0.000154239,-0.000883471,-0.00148963,-0.00356725,1.00478,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2.77556e-11,4.24362,-0.137623,0.0867053,-0.0146058,4.16334e-11,2.77556e-11,1.38778e-11,0,1.38778e-11,6.93889e-12,-1.38778e-11,0.737747,-0.0817668,0.408844,-0.00188459,0.0131121,0.0326069,1.38778e-11,0,-1.38778e-11,1.38778e-11,-1.38778e-11,0,2.77556e-11,0,2.08167e-11,0.423545,0.133599,-0.272643,-0.0194164,-3.46945e-12,-1.04083e-11,4.16334e-11,-3.46945e-12,-6.93889e-12,3.1225e-11,0,0.0273941,0.709751,-0.00667164,-0.00140433,-0.00188307,-0.00946968,0,0,3.46945e-12,0,6.93889e-12,0,3.46945e-12,0,2.42861e-11,-10.8445,0.012347,0.072807,-0.00213474,3.46945e-11,-3.46945e-12,3.46945e-12,-6.93889e-12,-1.38778e-11,0,-1.04083e-11,0.167952,-0.0534632,-0.0275163,0.000191318,0.00459516,0.00883642,3.46945e-12,0,-6.93889e-12,0,-1.04083e-11,-3.46945e-12,1.04083e-11,0,-2.498e-10,6.78158,-10.5143,-0.562232,-0.0165967,-1.94289e-10,6.245e-11,4.23273e-10,-2.77556e-11,-6.93889e-12,4.71845e-10,6.93889e-11,-0.195892,0.232262,-0.112765,-0.0563206,0.00272622,-0.00491459,0,-9.02056e-11,-6.245e-11,-1.11022e-10,1.38778e-11,-9.71445e-11,-6.93889e-12,0,6.93889e-11,8.19842,0.373273,-10.8594,-0.0391793,6.93889e-12,4.16334e-11,1.04083e-10,5.55112e-11,-4.16334e-11,1.66533e-10,-2.77556e-11,1.01255,0.653581,0.529685,0.00263923,-0.0665328,-0.0130294,-5.55112e-11,-4.85723e-11,-6.93889e-12,4.85723e-11,-2.08167e-11,-8.32667e-11,6.93889e-11,0,4.996e-10,22.6344,1.58873,1.25014,-0.377001,1.38778e-10,5.55112e-11,4.16334e-10,1.94289e-10,2.77556e-11,4.16334e-10,-1.11022e-10,3.58096,2.05429,2.11053,-0.00528286,0.0808726,0.155882,2.77556e-11,2.77556e-11,-8.32667e-11,8.32667e-11,0,-1.94289e-10,5.55112e-11,0,0,-7.07767e-10,7.07767e-10,0,-6.93889e-12,-9.64506e-10,0.01283,0.2114,0.160762,-0.011229,-0.0142491,-0.000190777,0,0,-6.93889e-10,-6.93889e-10,-7.07767e-10,-1.38778e-11,1,0.000341766,0.00473797,0.00385047,-0.000372607,-0.000251427,-4.6835e-06,0,0,8.88178e-10,-9.15934e-10,0,0,-2.85882e-09,0.0355506,0.20869,-0.0811728,0.00815397,0.00951521,0.000162457,-2.77556e-11,0,8.88178e-10,9.15934e-10,9.15934e-10,0,1.11022e-10,1.00092,0.00523259,-0.00136511,0.000251106,9.57795e-05,4.20244e-06,0,0,-4.44089e-09,4.44089e-09,0,0,4.21885e-09,-0.0794204,-0.164232,1.03085,-0.113137,0.0143581,0.00162053,0,0,-4.44089e-09,-4.44089e-09,-4.44089e-09,0,3.55271e-09,-0.00207493,0.995523,0.0230681,-0.00302994,0.000951002,2.58114e-05,0,0,-1.55431e-09,1.55431e-09,0,0,1.77636e-09,-0.0368716,-0.306237,-0.211523,0.54244,-0.241428,0.00031201,0,0,-1.55431e-09,-1.55431e-09,-1.55431e-09,0,1.77636e-09,-0.000940736,-0.00725171,0.994416,0.0120489,-0.00546814,6.81477e-06,0,0,1.93179e-08,-1.93179e-08,0,0,3.59712e-08,0.0448561,0.291869,-0.74258,-0.0708326,0.290982,0.00494744,0,0,1.93179e-08,1.93179e-08,1.9762e-08,0,-3.37508e-08,0.00113573,0.00773756,-0.0140843,0.99781,0.00434927,0.000108052,0,0,1.33227e-09,-1.33227e-09,0,0,6.70575e-08,-0.0185099,-0.172819,-0.74361,-0.0693447,-0.300254,0.00120469,0,0,1.33227e-09,8.88178e-10,1.33227e-09,0,7.10543e-09,-0.000405928,-0.00440262,-0.0191085,-0.00091332,0.992186,-3.80287e-05,0,0,-2.35367e-08,2.35367e-08,0,0,-7.28306e-08,-0.0293096,-0.279904,-0.720634,0.181408,0.569873,0.715823,0,0,-2.35367e-08,-2.35367e-08,-2.35367e-08,0,8.88178e-10,-0.000657214,-0.00669054,-0.0185774,0.00531134,0.0174731,1.01534,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
