2.173719999999999875e+00,8.802550000000000097e-01,1.603110000000000035e+00,5.706099999999999506e-01,1.473279999999999923e+00,8.802550000000000097e-01,9.759919999999999707e-01,4.972840000000000038e-01
2.821649999999999991e+00,9.613049999999999651e-01,1.965410000000000101e+00,8.562450000000000339e-01,8.694509999999999295e+00,9.774310000000000498e-01,1.726779999999999982e+00,6.967730000000000423e+00
2.165890000000000093e+00,9.683230000000000448e-01,1.634200000000000097e+00,5.316870000000000207e-01,2.646609999999999907e+00,9.683230000000000448e-01,1.425999999999999934e+00,1.220609999999999973e+00
9.989229999999999166e+00,9.835840000000000138e-01,1.678840000000000110e+00,8.310389999999999944e+00,1.460499999999999909e+00,9.113109999999999822e-01,9.701579999999999648e-01,4.903420000000000001e-01
2.283799999999999830e+00,8.578630000000000422e-01,1.663419999999999899e+00,6.203790000000000138e-01,4.667220000000000368e+00,9.700889999999999791e-01,1.529239999999999933e+00,3.137980000000000214e+00
1.459779999999999944e+01,9.782039999999999624e-01,4.081559999999999633e+00,1.051629999999999932e+01,1.511630000000000029e+00,9.513270000000000337e-01,1.011619999999999964e+00,5.000120000000000120e-01
4.898550000000000182e+00,9.999890000000000168e-01,2.382140000000000146e+00,2.516399999999999970e+00,8.821740000000000137e+00,9.960139999999999549e-01,1.418889999999999985e+00,7.402849999999999930e+00
2.277060000000000084e+00,9.412679999999999936e-01,1.625680000000000014e+00,6.513750000000000373e-01,1.402859999999999996e+00,9.412679999999999936e-01,9.285860000000000225e-01,4.742770000000000041e-01
2.269499999999999851e+00,9.498050000000000104e-01,1.668490000000000029e+00,6.010090000000000154e-01,1.697470000000000034e+00,9.498050000000000104e-01,1.104379999999999917e+00,5.930940000000000101e-01
1.542730000000000068e+01,9.969749999999999446e-01,3.523499999999999854e+00,1.190380000000000038e+01,5.330949999999999633e+00,9.865739999999999510e-01,1.579939999999999900e+00,3.751009999999999955e+00
3.351080000000000059e+00,9.694249999999999812e-01,2.315539999999999932e+00,1.035549999999999971e+00,3.581679999999999975e+00,9.753530000000000255e-01,1.520080000000000098e+00,2.061599999999999877e+00
9.499800000000000466e+00,9.925580000000000513e-01,2.485700000000000021e+00,7.014090000000000380e+00,6.504069999999999574e+00,9.999989999999999712e-01,2.325489999999999835e+00,4.178589999999999804e+00
2.134110000000000174e+00,8.618409999999999682e-01,1.611990000000000034e+00,5.221259999999999790e-01,1.843120000000000092e+00,8.618409999999999682e-01,1.191920000000000091e+00,6.511980000000000546e-01
3.069850000000000190e+00,9.567919999999999758e-01,2.131339999999999790e+00,9.385170000000000456e-01,1.852489999999999970e+00,9.567919999999999758e-01,1.135769999999999946e+00,7.167240000000000277e-01
2.200120000000000076e+00,8.844880000000000519e-01,1.632160000000000055e+00,5.679560000000000164e-01,1.434369999999999923e+00,8.844880000000000519e-01,9.088690000000000380e-01,5.255009999999999959e-01
2.220720000000000027e+00,9.713549999999999685e-01,1.701170000000000071e+00,5.195509999999999851e-01,2.789569999999999883e+00,9.873469999999999747e-01,9.189110000000000333e-01,1.870659999999999989e+00
8.676180000000000447e+00,9.957920000000000105e-01,2.023639999999999883e+00,6.652540000000000120e+00,2.399799999999999933e+00,9.462209999999999788e-01,1.140749999999999931e+00,1.259050000000000002e+00
2.247199999999999864e+00,9.697240000000000304e-01,1.657450000000000090e+00,5.897499999999999964e-01,3.997489999999999988e+00,9.799710000000000365e-01,1.338619999999999921e+00,2.658869999999999845e+00
5.269529999999999603e+00,8.908949999999999925e-01,2.858690000000000175e+00,2.410839999999999872e+00,6.169349999999999667e+00,9.949270000000000058e-01,2.007760000000000211e+00,4.161590000000000344e+00
2.160660000000000025e+00,8.822449999999999459e-01,1.647070000000000034e+00,5.135920000000000485e-01,5.764190000000000147e+00,9.969179999999999708e-01,2.143460000000000143e+00,3.620740000000000069e+00
6.156450000000000422e+00,9.680779999999999941e-01,3.020449999999999857e+00,3.136000000000000121e+00,1.481260000000000021e+00,8.896749999999999936e-01,9.558400000000000230e-01,5.254250000000000309e-01
5.237359999999999793e+00,9.807190000000000074e-01,2.636089999999999822e+00,2.601269999999999971e+00,7.269330000000000069e+00,9.795080000000000453e-01,9.956960000000000255e-01,6.273640000000000327e+00
6.405170000000000030e+00,9.992100000000000426e-01,2.745569999999999844e+00,3.659600000000000186e+00,1.489559999999999995e+00,8.790810000000000013e-01,9.516829999999999457e-01,5.378739999999999633e-01
